Id,SalePrice
1461,123949.66
1462,153402.5
1463,177164.7
1464,178242.9
1465,198512.665
1466,184687.55
1467,164897.35
1468,175378.15
1469,184358.16
1470,122316.43
1471,195988.51
1472,92463.5
1473,95564.0
1474,150538.37
1475,150454.0
1476,367200.9
1477,250344.66
1478,303643.105
1479,254694.085
1480,469598.05
1481,301296.885
1482,208486.675
1483,178407.06
1484,174250.695
1485,175570.91
1486,200311.915
1487,304496.91
1488,245872.09
1489,214232.22
1490,186397.24
1491,190601.86
1492,98852.24
1493,177676.4
1494,294912.5
1495,293726.91
1496,232547.14
1497,194057.66
1498,153961.985
1499,154154.92
1500,146457.495
1501,173598.5
1502,167287.6
1503,271406.72
1504,229565.54
1505,221568.44
1506,182197.38
1507,214851.4
1508,191552.72
1509,164426.4
1510,152730.805
1511,154658.0
1512,166884.5
1513,157900.225
1514,163051.87
1515,182898.0
1516,166573.87
1517,149813.0
1518,132970.985
1519,230054.56
1520,138993.75
1521,144297.25
1522,166028.12
1523,115496.63
1524,122995.04
1525,127872.25
1526,129769.75
1527,107945.81
1528,124932.5
1529,144765.5
1530,169519.39
1531,128519.5
1532,110038.46
1533,148704.64
1534,117228.38
1535,147612.64
1536,115937.23
1537,83899.11
1538,191081.62
1539,230808.31
1540,118217.74
1541,148695.59
1542,144418.17
1543,223166.49
1544,89374.645
1545,105173.04
1546,120756.72
1547,140868.0
1548,130958.37
1549,106098.34
1550,146767.34
1551,120377.64
1552,149303.32
1553,134747.68
1554,118233.44
1555,166818.53
1556,106369.62
1557,125832.3
1558,89927.58
1559,114993.92
1560,142990.27
1561,140489.84
1562,127999.21
1563,123726.18
1564,164737.93
1565,154355.21
1566,211501.02
1567,86129.93
1568,218594.5
1569,141827.34
1570,126750.84
1571,133221.71
1572,143943.75
1573,250744.85
1574,124088.05
1575,205040.4
1576,202513.5
1577,211056.45
1578,155081.09
1579,144143.2
1580,192987.46
1581,139626.25
1582,129037.5
1583,316965.04
1584,236240.325
1585,141015.75
1586,77866.11
1587,99428.56
1588,146926.59
1589,105803.98
1590,134848.8
1591,107881.08
1592,132737.58
1593,115125.33
1594,136029.08
1595,121184.5
1596,233588.76
1597,172851.32
1598,185507.34
1599,220476.29
1600,195313.04
1601,77386.83
1602,105546.89
1603,94372.64
1604,286349.86
1605,247518.655
1606,169690.3
1607,157126.33
1608,224301.51
1609,212011.47
1610,160306.04
1611,152870.65
1612,161853.48
1613,167327.395
1614,123040.53
1615,86115.0
1616,81387.0
1617,88769.5
1618,129077.05
1619,131545.86
1620,152769.79
1621,135678.12
1622,148609.62
1623,289446.24
1624,196377.3
1625,131062.41
1626,174608.5
1627,186364.4
1628,274179.62
1629,173055.08
1630,357532.45
1631,218947.515
1632,245157.02
1633,171416.43
1634,177843.4
1635,179774.665
1636,162897.67
1637,184480.35
1638,205984.4
1639,185544.14
1640,254578.16
1641,190180.5
1642,229445.705
1643,228157.23
1644,225113.41
1645,187471.61
1646,153643.5
1647,164816.35
1648,147746.635
1649,138190.55
1650,124113.83
1651,125305.84
1652,93466.0
1653,96006.0
1654,154738.03
1655,164439.4
1656,149823.5
1657,152802.53
1658,153148.0
1659,152770.4
1660,144505.75
1661,440007.99
1662,365371.05
1663,385011.035
1664,460364.47
1665,319818.415
1666,344629.95
1667,331808.6
1668,328746.245
1669,301632.98
1670,339422.8
1671,269223.88
1672,445581.74
1673,296834.45
1674,256370.32
1675,180189.89
1676,188786.18
1677,219764.48
1678,452153.14
1679,383049.99
1680,328225.205
1681,259832.55
1682,309098.66
1683,189674.645
1684,174940.95
1685,175102.565
1686,172214.545
1687,167780.95
1688,183095.805
1689,186629.295
1690,183699.1
1691,177830.55
1692,269584.2
1693,172593.35
1694,180959.5
1695,170303.55
1696,263391.04
1697,172767.8
1698,331208.03
1699,336956.83
1700,236776.03
1701,258191.77
1702,263583.1
1703,254083.56
1704,290958.81
1705,228615.735
1706,460362.425
1707,228308.73
1708,224835.56
1709,276083.8
1710,229859.015
1711,275143.26
1712,246693.66
1713,250797.13
1714,231568.28
1715,203388.145
1716,177425.235
1717,168419.755
1718,138515.83
1719,205904.06
1720,255979.72
1721,169693.87
1722,129123.33
1723,152914.46
1724,215236.46
1725,231724.815
1726,186639.7
1727,173143.46
1728,188779.65
1729,165963.32
1730,162823.03
1731,121584.32
1732,130242.66
1733,122199.57
1734,128053.91
1735,133819.09
1736,118070.24
1737,353181.63
1738,222267.03
1739,273938.78
1740,186382.34
1741,168164.79
1742,172413.33
1743,175079.5
1744,313495.03
1745,243781.54
1746,271033.69
1747,215527.5
1748,216875.1
1749,164511.505
1750,152114.96
1751,223737.4
1752,125307.0
1753,151536.515
1754,220857.5
1755,166158.82
1756,125155.6
1757,121333.58
1758,146885.0
1759,160842.09
1760,162020.87
1761,155447.06
1762,179420.2
1763,172574.95
1764,116142.57
1765,173873.89
1766,167821.98
1767,193071.2
1768,139782.5
1769,165825.575
1770,141189.25
