Id,SalePrice
1461,110000
1462,135000
1463,190000
1464,185000
1465,167000
1466,190000
1467,155000
1468,178900
1469,180000
1470,110000
1471,270000
1472,106000
1473,88000
1474,148500
1475,110000
1476,269500
1477,269500
1478,250000
1479,228000
1480,755000
1481,250000
1482,176000
1483,176485
1484,140000
1485,184100
1486,190000
1487,250000
1488,250000
1489,198900
1490,143000
1491,190000
1492,140000
1493,190000
1494,250000
1495,250000
1496,270000
1497,174000
1498,151000
1499,151000
1500,151000
1501,190000
1502,145000
1503,224000
1504,230000
1505,190000
1506,140000
1507,250000
1508,190000
1509,140000
1510,140000
1511,165000
1512,140000
1513,140000
1514,145900
1515,315000
1516,140000
1517,155000
1518,140000
1519,167000
1520,132500
1521,165000
1522,140000
1523,135000
1524,135000
1525,125000
1526,135000
1527,110000
1528,135000
1529,132500
1530,159000
1531,135000
1532,140000
1533,140000
1534,115000
1535,138500
1536,135000
1537,110000
1538,140000
1539,124900
1540,140000
1541,140000
1542,135000
1543,135000
1544,115000
1545,135000
1546,93000
1547,135000
1548,135000
1549,140000
1550,140000
1551,135000
1552,140000
1553,138500
1554,115000
1555,140000
1556,135000
1557,135000
1558,115000
1559,140000
1560,106000
1561,135000
1562,130000
1563,123000
1564,180000
1565,79000
1566,190000
1567,79900
1568,215000
1569,260000
1570,110000
1571,135000
1572,135000
1573,395192
1574,140000
1575,180000
1576,250000
1577,269500
1578,140000
1579,145000
1580,190000
1581,156000
1582,110000
1583,385000
1584,250000
1585,140000
1586,68500
1587,110000
1588,135000
1589,140000
1590,110000
1591,135000
1592,135000
1593,110000
1594,115000
1595,140000
1596,135000
1597,140000
1598,185000
1599,140000
1600,140000
1601,60000
1602,140000
1603,135000
1604,275000
1605,250000
1606,140000
1607,171000
1608,198900
1609,224000
1610,180000
1611,135000
1612,230000
1613,176000
1614,135000
1615,118000
1616,88000
1617,119500
1618,130000
1619,137000
1620,170000
1621,140000
1622,135000
1623,143000
1624,190000
1625,110000
1626,170000
1627,185000
1628,250000
1629,140000
1630,385000
1631,190000
1632,190000
1633,165000
1634,180000
1635,175000
1636,140000
1637,190000
1638,172500
1639,190000
1640,315000
1641,190000
1642,230000
1643,190000
1644,190000
1645,125000
1646,140000
1647,140000
1648,140000
1649,135000
1650,110000
1651,130000
1652,118000
1653,118000
1654,148500
1655,110000
1656,148500
1657,148500
1658,148500
1659,130000
1660,140000
1661,250000
1662,290000
1663,250000
1664,611657
1665,295493
1666,324000
1667,250000
1668,315500
1669,250000
1670,320000
1671,190000
1672,385000
1673,250000
1674,250000
1675,180000
1676,230000
1677,230000
1678,184750
1679,260000
1680,229456
1681,190000
1682,260000
1683,196000
1684,185000
1685,178900
1686,185000
1687,180000
1688,190000
1689,190000
1690,190000
1691,178900
1692,250000
1693,180000
1694,178900
1695,180000
1696,250000
1697,180000
1698,290000
1699,250000
1700,250000
1701,250000
1702,295493
1703,295493
1704,250000
1705,185000
1706,611657
1707,210000
1708,250580
1709,280000
1710,190000
1711,250000
1712,318061
1713,235000
1714,190000
1715,250000
1716,185000
1717,140000
1718,84500
1719,260000
1720,250000
1721,140000
1722,84500
1723,140000
1724,198900
1725,230000
1726,190000
1727,180000
1728,185000
1729,149500
1730,197000
1731,140000
1732,110000
1733,110000
1734,135000
1735,110000
1736,115000
1737,385000
1738,190000
1739,130000
1740,275000
1741,147000
1742,176000
1743,183900
1744,190000
1745,190000
1746,140000
1747,190000
1748,140000
1749,140000
1750,140000
1751,190000
1752,125000
1753,140000
1754,190000
1755,140000
1756,140000
1757,115000
1758,140000
1759,140000
1760,140000
1761,110000
1762,140000
1763,135000
1764,110000
1765,140000
1766,167000
1767,171000
1768,135000
1769,140000
1770,140000
1771,135000
1772,145000
1773,135000
1774,141000
1775,135000
1776,140000
1777,110000
1778,135000
1779,165000
1780,140000
1781,135000
1782,115000
1783,140000
1784,115000
1785,135000
1786,140000
1787,140000
1788,86000
1789,132000
1790,100000
1791,140000
1792,135000
1793,140000
1794,155000
1795,140000
1796,91300
1797,139000
1798,113000
1799,89000
1800,135000
1801,135000
1802,140000
1803,140000
1804,147000
1805,135000
1806,115000
1807,140000
1808,119000
1809,135000
1810,140000
1811,140000
1812,135000
1813,135000
1814,115000
1815,39300
1816,80000
1817,140000
1818,140000
1819,115000
1820,110000
1821,135000
1822,140000
1823,119000
1824,115000
1825,140000
1826,115000
1827,135000
1828,135000
1829,105000
1830,140000
1831,135000
1832,135000
1833,140000
1834,359100
1835,135000
1836,130000
1837,110000
1838,135000
1839,115000
1840,179000
1841,135000
1842,115000
1843,140000
1844,112000
1845,140000
1846,140000
1847,140000
1848,68500
1849,176000
1850,135000
1851,140000
1852,135000
1853,135000
1854,140000
1855,197000
1856,190000
1857,235000
1858,197000
1859,118858
1860,187500
1861,118858
1862,290000
1863,290000
1864,290000
1865,385000
1866,320000
1867,230000
1868,190000
1869,193879
1870,230000
1871,250000
1872,178000
1873,215000
1874,140000
1875,282922
1876,190000
1877,190000
1878,190000
1879,144000
1880,140000
1881,385000
1882,190000
1883,190000
1884,230000
1885,190000
1886,190000
1887,185000
1888,262000
1889,149500
1890,140000
1891,140000
1892,110000
1893,135000
1894,135000
1895,135000
1896,125000
1897,135000
1898,115000
1899,135000
1900,115000
1901,140000
1902,135000
1903,140000
